Thyroid,323
Testis,172
Cervix Uteri,11
Adipose Tissue,577
Breast,214
Vagina,96
Ovary,97
Stomach,192
Fallopian Tube,6
Blood,511
Spleen,104
Bladder,11
Liver,119
Lung,320
Prostate,106
Pancreas,171
Blood Vessel,689
Nerve,304
Small Intestine,88
Uterus,83
Pituitary,103
Muscle,430
Heart,412
Adrenal Gland,145
Brain,1259
Salivary Gland,57
Colon,345
Skin,890
Esophagus,686
Kidney,32
