transcript_id	tissue_name	rpkm_mean	rpkm_std	rpkm_median	coef_variation	max
ENST00000484523	Adrenal Gland	0.000	0.000	0.000	0	0.000
ENST00000484523	Lung	0.787	0.781	0.605	0.99172931878	3.175
ENST00000484523	Cells - Transformed fibroblasts	0.000	0.000	0.000	0	0.000
ENST00000484523	Artery - Tibial	0.000	0.000	0.000	0	0.000
ENST00000484523	Colon - Sigmoid	0.000	0.000	0.000	0	0.000
ENST00000484523	Pituitary	0.000	0.000	0.000	0	0.000
ENST00000484523	Brain - Substantia nigra	0.000	0.000	0.000	0	0.000
ENST00000484523	Cells - EBV-transformed lymphocytes	0.000	0.000	0.000	0	0.000
ENST00000485820	Thyroid	2.643	2.108	2.383	0.797591711152	8.934
ENST00000485820	Testis	1.968	1.385	1.659	0.703871253416	5.833
ENST00000485820	Brain - Anterior cingulate cortex (BA24)	0.164	0.338	0.000	2.06648912753	1.324
ENST00000485820	Skin - Not Sun Exposed (Suprapubic)	1.173	1.264	0.819	1.07765218135	5.062
ENST00000485820	Ovary	1.679	1.487	1.461	0.885989487845	5.172
ENST00000485820	Vagina	0.785	0.958	0.582	1.22015066405	3.600
ENST00000485820	Heart - Atrial Appendage	0.653	0.729	0.552	1.116302087	2.914
ENST00000485820	Esophagus - Muscularis	1.325	1.159	1.069	0.874930285483	4.575
ENST00000485820	Brain - Cerebellar Hemisphere	2.889	1.899	2.639	0.65747958583	7.407
ENST00000485820	Small Intestine - Terminal Ileum	2.669	1.841	2.194	0.689649274856	7.087
ENST00000485820	Breast - Mammary Tissue	1.634	1.524	1.241	0.932737039462	5.771
ENST00000485820	Stomach	1.545	1.282	1.365	0.829926043446	5.039
ENST00000485820	Brain - Cerebellum	2.640	2.026	2.138	0.767392536138	7.911
ENST00000485820	Esophagus - Mucosa	0.982	0.961	0.852	0.979182143551	3.928
ENST00000485820	Brain - Putamen (basal ganglia)	0.334	0.486	0.000	1.45378664814	1.786
ENST00000485820	Artery - Coronary	1.649	1.536	1.361	0.931762811263	5.685
ENST00000485820	Liver	0.909	0.997	0.718	1.09692663037	4.361
ENST00000485820	Esophagus - Gastroesophageal Junction	1.379	1.141	1.200	0.827537931112	4.549
ENST00000485820	Brain - Hypothalamus	0.317	0.507	0.000	1.60006663381	1.708
ENST00000485820	Colon - Transverse	1.689	1.489	1.379	0.881646710218	5.457
ENST00000485820	Prostate	2.770	2.728	1.832	0.98475111112	10.562
ENST00000485820	Brain - Amygdala	0.125	0.266	0.000	2.11788052343	0.850
ENST00000485820	Pancreas	1.595	1.434	1.329	0.898845809454	5.660
ENST00000485820	Adipose - Subcutaneous	1.346	1.149	1.133	0.853337427427	4.603
ENST00000485820	Skin - Sun Exposed (Lower leg)	0.978	1.017	0.796	1.04049373669	4.160
ENST00000485820	Spleen	3.033	2.341	2.525	0.771917668739	9.363
ENST00000485820	Brain - Hippocampus	0.238	0.446	0.000	1.87679494298	1.582
ENST00000485820	Heart - Left Ventricle	0.375	0.505	0.000	1.34660140756	1.761
ENST00000485820	Brain - Cortex	0.398	0.518	0.000	1.30044013037	1.958
ENST00000485820	Muscle - Skeletal	0.000	0.000	0.000	0	0.000
ENST00000485820	Brain - Spinal cord (cervical c-1)	0.314	0.464	0.000	1.47861511057	1.553
ENST00000485820	Uterus	1.301	1.400	0.838	1.07657963977	5.270
ENST00000485820	Brain - Nucleus accumbens (basal ganglia)	0.364	0.528	0.000	1.44877303813	2.083
ENST00000485820	Brain - Caudate (basal ganglia)	0.289	0.462	0.000	1.59780365926	1.632
ENST00000485820	Minor Salivary Gland	1.443	1.033	1.394	0.715491084146	3.849
ENST00000485820	Artery - Aorta	1.687	1.607	1.305	0.952592204318	6.070
ENST00000485820	Whole Blood	0.000	0.000	0.000	0	0.000
ENST00000485820	Kidney - Cortex	1.283	0.876	1.246	0.682953612526	3.402
ENST00000485820	Nerve - Tibial	0.944	0.978	0.706	1.03571411538	4.031
ENST00000485820	Brain - Frontal Cortex (BA9)	0.362	0.529	0.000	1.46300396467	1.726
ENST00000485820	Adipose - Visceral (Omentum)	1.058	1.069	0.795	1.0106696579	4.312
ENST00000485820	Adrenal Gland	1.221	1.159	0.908	0.949061359357	4.722
ENST00000485820	Lung	1.580	1.463	1.312	0.925736353368	5.931
ENST00000485820	Cells - Transformed fibroblasts	1.254	1.138	1.044	0.907291910452	4.466
ENST00000485820	Artery - Tibial	0.818	0.923	0.658	1.12803125122	3.570
ENST00000485820	Colon - Sigmoid	1.180	1.257	0.811	1.06511206754	4.761
ENST00000485820	Pituitary	4.815	3.502	3.798	0.727298653684	15.156
ENST00000485820	Brain - Substantia nigra	0.106	0.251	0.000	2.37430127925	0.889
ENST00000485820	Cells - EBV-transformed lymphocytes	1.264	0.866	1.134	0.685114564465	3.528
ENST00000327407	Thyroid	0.000	0.000	0.000	0	0.000
ENST00000327407	Testis	0.013	0.024	0.000	1.9488941927	0.089
ENST00000327407	Brain - Anterior cingulate cortex (BA24)	0.000	0.000	0.000	0	0.000
ENST00000327407	Skin - Not Sun Exposed (Suprapubic)	4.596	2.764	4.156	0.601389324115	12.896
ENST00000327407	Ovary	0.000	0.000	0.000	0	0.000
ENST00000327407	Vagina	0.223	0.356	0.000	1.59440111969	1.213
ENST00000327407	Heart - Atrial Appendage	0.000	0.000	0.000	0	0.000
ENST00000327407	Esophagus - Muscularis	0.000	0.000	0.000	0	0.000
ENST00000327407	Brain - Cerebellar Hemisphere	0.000	0.000	0.000	0	0.000
ENST00000327407	Small Intestine - Terminal Ileum	0.000	0.000	0.000	0	0.000
ENST00000327407	Breast - Mammary Tissue	0.000	0.000	0.000	0	0.000
ENST00000327407	Stomach	0.000	0.000	0.000	0	0.000
ENST00000327407	Brain - Cerebellum	0.000	0.000	0.000	0	0.000
ENST00000327407	Esophagus - Mucosa	1.670	1.441	1.257	0.862907706361	5.902
ENST00000327407	Brain - Putamen (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000327407	Artery - Coronary	0.000	0.000	0.000	0	0.000
ENST00000327407	Liver	0.000	0.000	0.000	0	0.000
ENST00000327407	Esophagus - Gastroesophageal Junction	0.000	0.000	0.000	0	0.000
ENST00000327407	Brain - Hypothalamus	0.000	0.000	0.000	0	0.000
ENST00000327407	Colon - Transverse	0.000	0.000	0.000	0	0.000
ENST00000327407	Prostate	0.000	0.000	0.000	0	0.000
ENST00000327407	Brain - Amygdala	0.000	0.000	0.000	0	0.000
ENST00000327407	Pancreas	0.000	0.000	0.000	0	0.000
ENST00000327407	Adipose - Subcutaneous	0.000	0.000	0.000	0	0.000
ENST00000327407	Skin - Sun Exposed (Lower leg)	7.041	3.658	6.346	0.519544356062	17.715
ENST00000327407	Spleen	0.000	0.000	0.000	0	0.000
ENST00000327407	Brain - Hippocampus	0.000	0.000	0.000	0	0.000
ENST00000327407	Heart - Left Ventricle	0.000	0.000	0.000	0	0.000
ENST00000327407	Brain - Cortex	0.000	0.000	0.000	0	0.000
ENST00000327407	Muscle - Skeletal	0.000	0.000	0.000	0	0.000
ENST00000327407	Brain - Spinal cord (cervical c-1)	0.000	0.000	0.000	0	0.000
ENST00000327407	Uterus	0.000	0.000	0.000	0	0.000
ENST00000327407	Brain - Nucleus accumbens (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000327407	Brain - Caudate (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000327407	Minor Salivary Gland	0.008	0.025	0.000	3.202655587	0.132
ENST00000327407	Artery - Aorta	0.000	0.000	0.000	0	0.000
ENST00000327407	Whole Blood	0.000	0.000	0.000	0	0.000
ENST00000327407	Kidney - Cortex	0.000	0.000	0.000	0	0.000
ENST00000327407	Nerve - Tibial	0.000	0.000	0.000	0	0.000
ENST00000327407	Brain - Frontal Cortex (BA9)	0.000	0.000	0.000	0	0.000
ENST00000327407	Adipose - Visceral (Omentum)	0.000	0.000	0.000	0	0.000
ENST00000327407	Adrenal Gland	0.000	0.000	0.000	0	0.000
ENST00000327407	Lung	0.000	0.000	0.000	0	0.000
ENST00000327407	Cells - Transformed fibroblasts	0.000	0.000	0.000	0	0.000
ENST00000327407	Artery - Tibial	0.000	0.000	0.000	0	0.000
ENST00000327407	Colon - Sigmoid	0.000	0.000	0.000	0	0.000
ENST00000327407	Pituitary	0.000	0.000	0.000	0	0.000
ENST00000327407	Brain - Substantia nigra	0.000	0.000	0.000	0	0.000
ENST00000327407	Cells - EBV-transformed lymphocytes	0.000	0.000	0.000	0	0.000
ENST00000425261	Thyroid	0.000	0.000	0.000	0	0.000
ENST00000425261	Testis	0.000	0.000	0.000	0	0.000
ENST00000425261	Brain - Anterior cingulate cortex (BA24)	0.000	0.000	0.000	0	0.000
ENST00000425261	Skin - Not Sun Exposed (Suprapubic)	0.000	0.000	0.000	0	0.000
ENST00000425261	Ovary	0.000	0.000	0.000	0	0.000
ENST00000425261	Vagina	0.000	0.000	0.000	0	0.000
ENST00000425261	Heart - Atrial Appendage	0.000	0.000	0.000	0	0.000
ENST00000425261	Esophagus - Muscularis	0.000	0.000	0.000	0	0.000
ENST00000425261	Brain - Cerebellar Hemisphere	0.000	0.000	0.000	0	0.000
ENST00000425261	Small Intestine - Terminal Ileum	0.000	0.000	0.000	0	0.000
ENST00000425261	Breast - Mammary Tissue	0.000	0.000	0.000	0	0.000
ENST00000425261	Stomach	0.000	0.000	0.000	0	0.000
ENST00000425261	Brain - Cerebellum	0.000	0.000	0.000	0	0.000
ENST00000425261	Esophagus - Mucosa	0.000	0.000	0.000	0	0.000
ENST00000425261	Brain - Putamen (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000425261	Artery - Coronary	0.000	0.000	0.000	0	0.000
ENST00000425261	Liver	0.000	0.000	0.000	0	0.000
ENST00000425261	Esophagus - Gastroesophageal Junction	0.000	0.000	0.000	0	0.000
ENST00000425261	Brain - Hypothalamus	0.000	0.000	0.000	0	0.000
ENST00000425261	Colon - Transverse	0.000	0.000	0.000	0	0.000
ENST00000425261	Prostate	0.000	0.000	0.000	0	0.000
ENST00000425261	Brain - Amygdala	0.000	0.000	0.000	0	0.000
ENST00000425261	Pancreas	0.000	0.000	0.000	0	0.000
ENST00000425261	Adipose - Subcutaneous	0.000	0.000	0.000	0	0.000
ENST00000425261	Skin - Sun Exposed (Lower leg)	0.000	0.000	0.000	0	0.000
ENST00000425261	Spleen	0.000	0.000	0.000	0	0.000
ENST00000425261	Brain - Hippocampus	0.000	0.000	0.000	0	0.000
ENST00000425261	Heart - Left Ventricle	0.000	0.000	0.000	0	0.000
ENST00000425261	Brain - Cortex	0.000	0.000	0.000	0	0.000
ENST00000425261	Muscle - Skeletal	0.000	0.000	0.000	0	0.000
ENST00000425261	Brain - Spinal cord (cervical c-1)	0.000	0.000	0.000	0	0.000
ENST00000425261	Uterus	0.000	0.000	0.000	0	0.000
ENST00000425261	Brain - Nucleus accumbens (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000425261	Brain - Caudate (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000425261	Minor Salivary Gland	0.000	0.000	0.000	0	0.000
ENST00000425261	Artery - Aorta	0.000	0.000	0.000	0	0.000
ENST00000425261	Whole Blood	0.000	0.000	0.000	0	0.000
ENST00000425261	Kidney - Cortex	0.000	0.000	0.000	0	0.000
ENST00000425261	Nerve - Tibial	0.000	0.000	0.000	0	0.000
ENST00000425261	Brain - Frontal Cortex (BA9)	0.000	0.000	0.000	0	0.000
ENST00000425261	Adipose - Visceral (Omentum)	0.000	0.000	0.000	0	0.000
ENST00000425261	Adrenal Gland	0.000	0.000	0.000	0	0.000
ENST00000425261	Lung	0.000	0.000	0.000	0	0.000
ENST00000425261	Cells - Transformed fibroblasts	0.000	0.000	0.000	0	0.000
ENST00000425261	Artery - Tibial	0.000	0.000	0.000	0	0.000
ENST00000425261	Colon - Sigmoid	0.000	0.000	0.000	0	0.000
ENST00000425261	Pituitary	0.000	0.000	0.000	0	0.000
ENST00000425261	Brain - Substantia nigra	0.000	0.000	0.000	0	0.000
ENST00000425261	Cells - EBV-transformed lymphocytes	0.000	0.000	0.000	0	0.000
ENST00000537873	Thyroid	0.000	0.000	0.000	0	0.000
ENST00000537873	Testis	0.000	0.000	0.000	0	0.000
ENST00000537873	Brain - Anterior cingulate cortex (BA24)	0.000	0.000	0.000	0	0.000
ENST00000537873	Skin - Not Sun Exposed (Suprapubic)	0.000	0.000	0.000	0	0.000
ENST00000537873	Ovary	0.000	0.000	0.000	0	0.000
ENST00000537873	Vagina	0.000	0.000	0.000	0	0.000
ENST00000537873	Heart - Atrial Appendage	0.000	0.000	0.000	0	0.000
ENST00000537873	Esophagus - Muscularis	0.000	0.000	0.000	0	0.000
ENST00000537873	Brain - Cerebellar Hemisphere	0.000	0.000	0.000	0	0.000
ENST00000537873	Small Intestine - Terminal Ileum	0.000	0.000	0.000	0	0.000
ENST00000537873	Breast - Mammary Tissue	0.000	0.000	0.000	0	0.000
ENST00000537873	Stomach	0.000	0.000	0.000	0	0.000
ENST00000537873	Brain - Cerebellum	0.000	0.000	0.000	0	0.000
ENST00000537873	Esophagus - Mucosa	0.000	0.000	0.000	0	0.000
ENST00000537873	Brain - Putamen (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000537873	Artery - Coronary	0.000	0.000	0.000	0	0.000
ENST00000537873	Liver	0.000	0.000	0.000	0	0.000
ENST00000537873	Esophagus - Gastroesophageal Junction	0.000	0.000	0.000	0	0.000
ENST00000537873	Brain - Hypothalamus	0.000	0.000	0.000	0	0.000
ENST00000537873	Colon - Transverse	0.000	0.000	0.000	0	0.000
ENST00000537873	Prostate	0.000	0.000	0.000	0	0.000
ENST00000537873	Brain - Amygdala	0.000	0.000	0.000	0	0.000
ENST00000537873	Pancreas	0.000	0.000	0.000	0	0.000
ENST00000537873	Adipose - Subcutaneous	0.000	0.000	0.000	0	0.000
ENST00000537873	Skin - Sun Exposed (Lower leg)	0.000	0.000	0.000	0	0.000
ENST00000537873	Spleen	0.000	0.000	0.000	0	0.000
ENST00000537873	Brain - Hippocampus	0.000	0.000	0.000	0	0.000
ENST00000537873	Heart - Left Ventricle	0.000	0.000	0.000	0	0.000
ENST00000537873	Brain - Cortex	0.000	0.000	0.000	0	0.000
ENST00000537873	Muscle - Skeletal	0.000	0.000	0.000	0	0.000
ENST00000537873	Brain - Spinal cord (cervical c-1)	0.000	0.000	0.000	0	0.000
ENST00000537873	Uterus	0.000	0.000	0.000	0	0.000
ENST00000537873	Brain - Nucleus accumbens (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000537873	Brain - Caudate (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000537873	Minor Salivary Gland	0.000	0.000	0.000	0	0.000
ENST00000537873	Artery - Aorta	0.000	0.000	0.000	0	0.000
ENST00000537873	Whole Blood	0.000	0.000	0.000	0	0.000
ENST00000537873	Kidney - Cortex	0.000	0.000	0.000	0	0.000
ENST00000537873	Nerve - Tibial	0.000	0.000	0.000	0	0.000
ENST00000537873	Brain - Frontal Cortex (BA9)	0.000	0.000	0.000	0	0.000
ENST00000537873	Adipose - Visceral (Omentum)	0.000	0.000	0.000	0	0.000
ENST00000537873	Adrenal Gland	0.000	0.000	0.000	0	0.000
ENST00000537873	Lung	0.000	0.000	0.000	0	0.000
ENST00000537873	Cells - Transformed fibroblasts	0.000	0.000	0.000	0	0.000
ENST00000537873	Artery - Tibial	0.000	0.000	0.000	0	0.000
ENST00000537873	Colon - Sigmoid	0.000	0.000	0.000	0	0.000
ENST00000537873	Pituitary	0.000	0.000	0.000	0	0.000
ENST00000537873	Brain - Substantia nigra	0.000	0.000	0.000	0	0.000
ENST00000537873	Cells - EBV-transformed lymphocytes	0.000	0.000	0.000	0	0.000
ENST00000497413	Thyroid	34.663	26.290	36.701	0.758445547805	108.053
ENST00000497413	Testis	43.763	14.295	43.152	0.326654517536	77.440
ENST00000497413	Brain - Anterior cingulate cortex (BA24)	71.230	17.470	72.619	0.245268475493	113.271
ENST00000497413	Skin - Not Sun Exposed (Suprapubic)	12.259	12.539	9.841	1.02288669293	49.150
ENST00000497413	Ovary	33.910	17.031	34.477	0.50224509258	76.369
ENST00000497413	Vagina	23.294	18.203	23.529	0.781436613243	69.806
ENST00000497413	Heart - Atrial Appendage	55.710	34.469	61.102	0.618711509803	138.997
ENST00000497413	Esophagus - Muscularis	39.297	22.578	40.301	0.574543706149	91.999
ENST00000497413	Brain - Cerebellar Hemisphere	0.424	1.278	0.000	3.01551845953	6.640
ENST00000497413	Small Intestine - Terminal Ileum	10.643	10.966	7.966	1.03031540165	42.450
ENST00000497413	Breast - Mammary Tissue	21.767	17.909	24.169	0.822754356588	79.388
ENST00000497413	Stomach	26.623	18.701	28.092	0.702441241507	75.395
ENST00000497413	Brain - Cerebellum	0.000	0.000	0.000	0	0.000
ENST00000497413	Esophagus - Mucosa	16.784	12.565	17.713	0.748616081494	50.162
ENST00000497413	Brain - Putamen (basal ganglia)	61.513	29.818	66.810	0.4847373544	127.607
ENST00000497413	Artery - Coronary	36.863	28.865	37.594	0.78303376171	120.799
ENST00000497413	Liver	4.111	5.686	0.100	1.38306394971	21.485
ENST00000497413	Esophagus - Gastroesophageal Junction	35.947	23.867	36.608	0.663939992589	91.842
ENST00000497413	Brain - Hypothalamus	50.460	26.676	54.281	0.528655731113	104.603
ENST00000497413	Colon - Transverse	13.548	17.272	3.596	1.2748587039	63.012
ENST00000497413	Prostate	52.401	27.957	52.816	0.533509061024	120.648
ENST00000497413	Brain - Amygdala	64.127	38.950	68.544	0.607381329368	152.239
ENST00000497413	Pancreas	19.293	16.450	18.839	0.852657946051	68.963
ENST00000497413	Adipose - Subcutaneous	17.901	15.424	18.317	0.861617316827	68.054
ENST00000497413	Skin - Sun Exposed (Lower leg)	12.660	12.373	10.738	0.977278364076	49.394
ENST00000497413	Spleen	22.241	17.056	22.237	0.766871733874	73.060
ENST00000497413	Brain - Hippocampus	47.915	30.033	50.796	0.626811667235	114.237
ENST00000497413	Heart - Left Ventricle	62.141	46.231	63.557	0.743978781549	188.593
ENST00000497413	Brain - Cortex	58.028	14.393	57.162	0.248035986005	96.242
ENST00000497413	Muscle - Skeletal	71.116	43.264	75.146	0.608357417583	167.570
ENST00000497413	Brain - Spinal cord (cervical c-1)	58.171	34.349	64.087	0.590484090249	139.381
ENST00000497413	Uterus	30.575	14.794	30.824	0.483856661556	70.830
ENST00000497413	Brain - Nucleus accumbens (basal ganglia)	71.630	26.860	75.238	0.37497703011	134.200
ENST00000497413	Brain - Caudate (basal ganglia)	61.252	30.569	61.959	0.499064573734	114.222
ENST00000497413	Minor Salivary Gland	26.385	18.258	27.060	0.691983963641	67.735
ENST00000497413	Artery - Aorta	31.998	25.500	35.693	0.796914879058	112.048
ENST00000497413	Whole Blood	6.813	5.598	6.132	0.821791455276	22.893
ENST00000497413	Kidney - Cortex	26.145	22.903	24.980	0.876016089343	81.782
ENST00000497413	Nerve - Tibial	26.143	19.243	27.332	0.736090313449	79.160
ENST00000497413	Brain - Frontal Cortex (BA9)	62.026	16.989	62.495	0.273892934249	101.788
ENST00000497413	Adipose - Visceral (Omentum)	26.440	20.029	28.041	0.757534273502	89.328
ENST00000497413	Adrenal Gland	80.513	20.284	79.629	0.251928792929	133.254
ENST00000497413	Lung	22.145	17.380	22.501	0.784830221894	70.279
ENST00000497413	Cells - Transformed fibroblasts	57.679	29.653	59.596	0.514104202946	123.184
ENST00000497413	Artery - Tibial	31.772	30.139	28.137	0.948619823933	130.136
ENST00000497413	Colon - Sigmoid	36.127	21.859	39.034	0.605044309518	80.933
ENST00000497413	Pituitary	35.839	27.907	36.896	0.778684505614	122.260
ENST00000497413	Brain - Substantia nigra	65.239	38.433	69.101	0.58911029144	145.984
ENST00000497413	Cells - EBV-transformed lymphocytes	33.050	26.815	38.761	0.811331035598	107.639
ENST00000449637	Thyroid	0.025	0.026	0.020	1.04573205594	0.099
ENST00000449637	Testis	0.029	0.026	0.021	0.918086035352	0.109
ENST00000449637	Brain - Anterior cingulate cortex (BA24)	0.051	0.041	0.045	0.800144025692	0.166
ENST00000449637	Skin - Not Sun Exposed (Suprapubic)	0.012	0.016	0.000	1.29783791261	0.059
ENST00000449637	Ovary	0.034	0.031	0.027	0.923592499533	0.119
ENST00000449637	Vagina	0.008	0.013	0.000	1.67752285756	0.048
ENST00000449637	Heart - Atrial Appendage	0.000	0.000	0.000	0	0.000
ENST00000449637	Esophagus - Muscularis	0.000	0.000	0.000	0	0.000
ENST00000449637	Brain - Cerebellar Hemisphere	0.000	0.000	0.000	0	0.000
ENST00000449637	Small Intestine - Terminal Ileum	0.005	0.009	0.000	1.89425987572	0.029
ENST00000449637	Breast - Mammary Tissue	0.012	0.017	0.000	1.32292547079	0.054
ENST00000449637	Stomach	0.008	0.013	0.000	1.59224158321	0.048
ENST00000449637	Brain - Cerebellum	0.000	0.000	0.000	0	0.000
ENST00000449637	Esophagus - Mucosa	0.000	0.000	0.000	0	0.000
ENST00000449637	Brain - Putamen (basal ganglia)	0.010	0.013	0.000	1.29421296635	0.048
ENST00000449637	Artery - Coronary	0.010	0.015	0.000	1.44577013994	0.058
ENST00000449637	Liver	0.000	0.000	0.000	0	0.000
ENST00000449637	Esophagus - Gastroesophageal Junction	0.005	0.010	0.000	1.86796121837	0.040
ENST00000449637	Brain - Hypothalamus	0.040	0.036	0.027	0.907547827104	0.130
ENST00000449637	Colon - Transverse	0.011	0.015	0.000	1.36329393006	0.056
ENST00000449637	Prostate	0.024	0.026	0.021	1.0771955583	0.092
ENST00000449637	Brain - Amygdala	0.032	0.027	0.027	0.839008550338	0.103
ENST00000449637	Pancreas	0.007	0.011	0.000	1.6627313484	0.038
ENST00000449637	Adipose - Subcutaneous	0.008	0.013	0.000	1.54546051849	0.048
ENST00000449637	Skin - Sun Exposed (Lower leg)	0.013	0.017	0.000	1.31928410671	0.060
ENST00000449637	Spleen	0.012	0.016	0.000	1.31304223869	0.058
ENST00000449637	Brain - Hippocampus	0.026	0.029	0.019	1.13739621445	0.108
ENST00000449637	Heart - Left Ventricle	0.000	0.000	0.000	0	0.000
ENST00000449637	Brain - Cortex	0.040	0.030	0.038	0.738701140668	0.134
ENST00000449637	Muscle - Skeletal	0.000	0.000	0.000	0	0.000
ENST00000449637	Brain - Spinal cord (cervical c-1)	0.000	0.000	0.000	0	0.000
ENST00000449637	Uterus	0.012	0.017	0.000	1.47420657378	0.062
ENST00000449637	Brain - Nucleus accumbens (basal ganglia)	0.020	0.021	0.017	1.03631040757	0.074
ENST00000449637	Brain - Caudate (basal ganglia)	0.019	0.022	0.014	1.14956706468	0.081
ENST00000449637	Minor Salivary Gland	0.021	0.022	0.017	1.04078068211	0.070
ENST00000449637	Artery - Aorta	0.010	0.015	0.000	1.42208398215	0.054
ENST00000449637	Whole Blood	0.000	0.000	0.000	0	0.000
ENST00000449637	Kidney - Cortex	0.046	0.032	0.047	0.699800689421	0.115
ENST00000449637	Nerve - Tibial	0.020	0.022	0.018	1.11723977818	0.087
ENST00000449637	Brain - Frontal Cortex (BA9)	0.043	0.035	0.041	0.818307716197	0.150
ENST00000449637	Adipose - Visceral (Omentum)	0.000	0.000	0.000	0	0.000
ENST00000449637	Adrenal Gland	0.006	0.011	0.000	1.6566812128	0.038
ENST00000449637	Lung	0.010	0.014	0.000	1.40977790384	0.055
ENST00000449637	Cells - Transformed fibroblasts	0.000	0.000	0.000	0	0.000
ENST00000449637	Artery - Tibial	0.014	0.018	0.000	1.28506075831	0.065
ENST00000449637	Colon - Sigmoid	0.007	0.011	0.000	1.52190585953	0.037
ENST00000449637	Pituitary	0.031	0.023	0.025	0.757837947542	0.089
ENST00000449637	Brain - Substantia nigra	0.009	0.013	0.000	1.4659319168	0.050
ENST00000449637	Cells - EBV-transformed lymphocytes	0.000	0.000	0.000	0	0.000
ENST00000555688	Thyroid	2.463	1.152	2.236	0.467651874458	5.868
ENST00000555688	Testis	2.596	0.872	2.453	0.335975658231	4.784
ENST00000555688	Brain - Anterior cingulate cortex (BA24)	24.374	9.321	24.454	0.382418982559	42.847
ENST00000555688	Skin - Not Sun Exposed (Suprapubic)	2.950	1.726	2.611	0.58519306127	7.926
ENST00000555688	Ovary	2.875	1.172	2.638	0.407821002936	6.394
ENST00000555688	Vagina	2.056	1.197	1.721	0.582313434485	5.351
ENST00000555688	Heart - Atrial Appendage	1.773	0.833	1.727	0.470045191108	4.131
ENST00000555688	Esophagus - Muscularis	6.261	2.314	5.967	0.369564712566	13.060
ENST00000555688	Brain - Cerebellar Hemisphere	32.459	11.543	32.838	0.355618621864	61.413
ENST00000555688	Small Intestine - Terminal Ileum	3.210	1.866	2.924	0.581384443677	8.170
ENST00000555688	Breast - Mammary Tissue	3.281	1.573	2.934	0.479533040053	7.487
ENST00000555688	Stomach	2.623	1.718	2.143	0.654944383629	7.793
ENST00000555688	Brain - Cerebellum	22.840	4.498	21.819	0.196911013094	34.436
ENST00000555688	Esophagus - Mucosa	1.189	0.740	1.080	0.622196665661	3.242
ENST00000555688	Brain - Putamen (basal ganglia)	23.595	9.077	22.817	0.384699296576	49.868
ENST00000555688	Artery - Coronary	3.892	1.256	3.726	0.322684792391	6.927
ENST00000555688	Liver	1.036	0.596	0.979	0.575017844049	2.716
ENST00000555688	Esophagus - Gastroesophageal Junction	6.368	2.052	6.283	0.322207578782	12.106
ENST00000555688	Brain - Hypothalamus	23.426	7.434	21.923	0.317320938918	44.790
ENST00000555688	Colon - Transverse	3.390	2.180	2.712	0.642983395184	9.552
ENST00000555688	Prostate	4.541	1.508	4.444	0.332074975928	8.436
ENST00000555688	Brain - Amygdala	19.810	7.795	19.269	0.393489233288	41.806
ENST00000555688	Pancreas	1.186	0.601	1.124	0.506884710208	3.055
ENST00000555688	Adipose - Subcutaneous	3.381	1.460	3.165	0.431913898619	7.363
ENST00000555688	Skin - Sun Exposed (Lower leg)	2.805	1.470	2.474	0.524246158872	6.949
ENST00000555688	Spleen	5.255	1.635	5.272	0.311159762792	9.099
ENST00000555688	Brain - Hippocampus	21.345	9.653	20.002	0.452262969718	47.894
ENST00000555688	Heart - Left Ventricle	1.311	0.763	1.229	0.582165806977	3.480
ENST00000555688	Brain - Cortex	19.383	4.942	18.968	0.254982596741	32.926
ENST00000555688	Muscle - Skeletal	1.368	0.903	1.174	0.660088009592	3.915
ENST00000555688	Brain - Spinal cord (cervical c-1)	14.854	4.556	13.553	0.3067145371	25.674
ENST00000555688	Uterus	3.258	1.274	3.065	0.391160893363	6.738
ENST00000555688	Brain - Nucleus accumbens (basal ganglia)	22.351	7.177	22.562	0.321098009491	40.486
ENST00000555688	Brain - Caudate (basal ganglia)	22.564	8.282	22.130	0.367064562235	41.018
ENST00000555688	Minor Salivary Gland	1.465	0.792	1.390	0.540788683817	3.294
ENST00000555688	Artery - Aorta	2.862	1.161	2.757	0.405480495243	5.833
ENST00000555688	Whole Blood	1.214	0.729	1.037	0.599976959797	3.264
ENST00000555688	Kidney - Cortex	2.438	1.408	1.776	0.577512004766	5.544
ENST00000555688	Nerve - Tibial	7.994	2.595	7.772	0.324603959569	15.197
ENST00000555688	Brain - Frontal Cortex (BA9)	30.451	9.205	30.155	0.302287930052	49.439
ENST00000555688	Adipose - Visceral (Omentum)	3.580	1.793	3.298	0.500752732698	8.505
ENST00000555688	Adrenal Gland	1.910	1.090	1.645	0.570513243498	4.830
ENST00000555688	Lung	3.551	1.986	3.184	0.559160809219	9.141
ENST00000555688	Cells - Transformed fibroblasts	0.329	0.443	0.110	1.34373107481	1.850
ENST00000555688	Artery - Tibial	4.690	1.985	4.415	0.423232051883	9.831
ENST00000555688	Colon - Sigmoid	8.061	3.730	7.159	0.462731380619	19.525
