Thyroid,1.554744,1.348674,2.376336,1.946647,4.578265,1.273999,29.801687,19.857246,18.270988,30.179178,28.584156,16.506617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.777328,0.263175,0.0,0.0,1.251074,1.769475,0.611246,0.480062,4.868947,3.791706,0.0,2.46085,0.0,0.778224,0.675563,0.219384,0.0,0.0,0.189797,0.0,0.079189,0.056128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.390484,0.564956,1.413593,2.173887,1.913396,23.209007,18.434368,16.054749,22.616779,21.352331,19.861656,0.0,0.0,0.0,0.258702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46306,2.070988,2.975359,5.943333,1.233163,5.920642,1.293091,2.565288,0.0,0.176682,0.139783,1.923022,2.014187,0.302159,0.482416,0.285002,1.842181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.223053,96.434105,103.359718,142.676544,79.332832,128.962784,2.19347,2.267126,0.77704,0.769145,1.404299,1.166954,0.0,0.0,0.0,0.0,0.0,0.0,45.692039,196.690613,84.172363,53.12405,119.124779,138.658798,0.177999,2.135618,5.534925,3.005258,1.451134,0.0,1.980042,2.468201,4.351439,5.534925,0.646357,2.635125,0.0,0.411688,0.0,0.0,0.0,0.0,25.439466,59.356705,41.466904,47.900795,26.289768,71.265236,3.251885,2.959291,0.0,1.629115,3.579868,6.582169,7.630643,0.0,2.32209,8.559626,1.141088,8.435543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050432,0.032294,0.038638,0.231285,0.020574,0.122567,3.089621,1.002758,1.767728,2.236004,1.95306,1.241763,5.480551,0.0,5.403775,7.193508,4.597557,6.479762,0.019366,0.0,0.020353,0.0,0.0,0.017598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79389,7.473831,8.770004,8.844413,11.494745,17.453375,0.555616,1.217157,1.205332,0.0,2.669261,1.872506,0.0,0.052077,0.0,0.0,0.0,0.351098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262356,0.0,0.329104,0.237949,0.0,0.299758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.704952,17.129532,30.736326,36.049419,51.534756,37.34494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62885,2.688486,0.875657
Testis,2.718532,1.930566,1.902878,2.595708,2.312557,2.920312,0.0,4.688836,2.425013,3.91773,1.847919,3.286072,2.181421,5.557422,0.0,0.0,0.0,0.0,0.0,0.061218,0.0,0.0,0.055019,0.0,0.0,0.0,0.380282,0.0,0.0,0.553564,0.61692,0.395963,0.406912,0.357023,0.468866,0.420955,1.638174,1.96467,0.565881,1.31316,0.202579,1.165261,4.938631,1.99298,1.098127,2.431494,2.13651,2.81284,0.0,0.0,0.0,0.0,0.0,0.0,0.508252,0.0,0.0,0.49208,0.463334,0.468943,22.080673,25.334551,27.091957,23.942802,27.944809,21.758434,0.096018,1.12971,0.483083,1.125806,1.503797,0.300763,0.0,0.0,0.0,0.218457,0.0,0.0,2.439581,0.906342,3.44013,0.0,7.642356,0.0,0.0,0.0,0.614359,0.0,1.305255,0.0,1.225565,0.0,1.012905,0.0,0.357215,1.855384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.049923,49.863583,123.955177,119.724213,28.036272,30.465546,0.387872,0.412599,0.384548,0.511582,0.67889,0.326873,21.881058,17.312044,31.317799,23.061567,17.747301,25.473637,16.28924,12.84761,11.997154,13.903443,12.559593,8.592008,0.223635,1.087071,0.732035,0.469814,0.579969,0.362127,1.615313,0.0,0.556882,0.204948,0.434048,0.29621,0.0,0.0,0.0,0.0,0.0,0.0,23.745739,52.658424,47.031647,51.170509,45.917877,61.719177,7.228148,5.727297,2.391418,2.179497,5.395802,4.787856,0.0,0.0,0.808847,1.358417,1.226361,0.0,0.079677,0.0,0.077327,0.0,0.0,0.0,0.053626,0.025322,0.084949,0.016287,0.048172,0.032982,0.0,0.0,0.0,0.0,0.0,0.0,0.784539,0.065234,0.31912,0.549152,0.349476,0.396196,1.662978,1.672998,3.373826,3.038464,2.858101,1.82666,0.0,0.436371,1.856416,0.0,2.264974,2.564343,0.052243,0.019424,0.126123,0.0,0.01419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.86496,7.019977,11.958131,6.005873,8.269455,7.599343,1.596257,0.215241,0.841427,0.170422,3.817749,0.824659,0.026856,0.0,0.0,0.411581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216542,0.0,0.0,0.207376,0.331966,0.292155,0.591195,0.0,0.214581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.420372,11.272058,17.548132,34.986275,4.910868,9.839868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.323204,51.766068,74.4944,58.584808,27.711992,56.668659
Cervix Uteri,2.626136,4.6167,5.222678,6.38293,3.885407,0.764803,36.424908,20.3351,61.164112,25.630962,27.300503,16.552475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125293,0.488486,77.771515,0.094868,3.193894,0.056189,0.0,0.514904,1.320117,0.0,0.0,0.6325,0.063608,0.0,0.06131,0.195127,0.00548,0.306787,0.0,0.0,0.0,0.0,0.0,0.0,1.798934,0.837523,1.929046,1.31764,1.75712,0.511043,27.555456,32.30965,26.726259,25.680439,10.506078,24.563448,0.288238,0.309534,0.4954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.885582,0.256006,1.710181,0.0,0.0,1.893097,0.0,0.749432,0.0,0.0,3.797465,0.0,0.281719,0.198859,0.242973,1.438086,1.152186,1.043092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.79422,169.160568,203.820038,244.932877,350.408905,270.135925,1.008198,2.033233,0.995333,2.54734,1.809235,2.304227,0.0,0.0,0.0,0.0,4.654563,0.0,95.874748,115.864326,105.361542,107.96582,119.283073,85.801956,2.593971,3.820997,3.140332,0.0,0.60559,2.0644,2.593971,0.749981,3.140332,0.60559,0.0,0.634987,0.375217,0.0,0.0,0.0,0.289252,0.0,63.992313,79.266006,43.116776,47.117844,0.0,64.766365,3.375612,0.39994,1.164464,1.626276,2.330255,2.880506,22.419439,4.184818,29.778233,6.915372,0.828485,11.973142,0.0,0.0,0.0,0.0,1.973769,0.0,0.018331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14542,0.193248,0.10237,0.220091,0.039966,0.288445,0.169813,0.401926,0.152575,0.825537,1.301038,0.0,0.669255,0.0,3.178102,16.885199,18.642944,3.724555,0.022665,0.021944,0.0,0.0,0.0,0.07949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.383628,5.197889,4.038793,10.759456,7.760074,4.709635,0.445898,0.784878,0.656952,1.919494,1.112597,1.187977,0.0,1.898773,1.828628,1.377884,4.262871,3.784479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333038,0.41687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.861842,0.0,0.0,0.0,0.0,0.137441,0.0,97.565979,25.513506,45.752926,69.101433,44.587391,46.996212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.920794
Adipose Tissue,3.32951,1.732822,3.702689,3.394365,7.521326,3.900755,48.437344,41.7896,39.968666,68.873413,29.146769,53.000931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.225707,0.51467,2.123365,2.153543,0.475646,0.294143,0.0,0.582021,0.216455,0.227145,0.213754,0.205286,0.192454,0.207196,0.06605,0.078938,0.0,0.380106,0.0,0.0,0.0,0.0,0.0,0.0,2.252239,0.430875,0.0,1.18096,0.554994,1.026265,36.508625,32.984734,20.837837,28.082159,27.056141,17.194433,0.18646,0.0,0.0,0.0,1.585645,1.917065,0.0,0.0,0.0,0.0,0.0,0.0,0.748185,1.989475,0.0,2.404475,2.614938,2.640638,0.567945,3.178806,1.077977,0.0,0.0,5.003467,0.735272,1.024607,1.116045,0.455178,0.596279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.5336,166.837418,378.825592,215.61087,207.343857,172.161011,1.281377,0.792198,0.379101,1.991471,1.608686,0.114388,0.0,0.0,0.0,0.0,0.0,0.0,567.224548,94.281532,548.588684,160.042007,280.315765,100.244926,8.052406,1.436286,4.901371,0.240394,1.498242,5.881359,1.441767,5.518206,6.550046,3.150116,1.866254,1.289346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.112942,113.014717,22.03562,4.858257,2.077733,2.155502,2.312665,0.821254,0.580175,1.773508,2.1536,0.0,0.0,7.202498,10.796657,0.0,0.0,0.0,0.030721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120644,0.034033,0.101116,0.014693,0.278108,0.0,0.366316,0.223076,0.258706,0.445768,0.44172,0.301513,2.64848,2.86112,6.186872,0.575654,3.695583,0.0,0.0,0.019153,0.0,0.055096,0.061357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.451281,1.922631,5.452714,1.40693,4.113668,2.083821,1.253164,1.108889,0.95802,1.550416,0.625775,0.485655,0.867618,1.241139,0.0,0.187387,0.388306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611672,0.0,0.584535,0.667552,1.355591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.635969,57.02758,35.295265,5.299948,49.390945,29.290964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09978,0.493426,1.658951,0.75924,0.0,0.0
Vagina,1.755836,3.806363,3.876812,4.618792,6.421357,0.910184,49.066742,50.798836,33.497929,34.768982,33.8643,27.828188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045267,0.061826,0.0,0.0,0.0,0.0,0.0,0.0,5.424656,0.361559,21.906826,0.47507,0.921719,214.152374,1.021328,0.32513,0.276361,0.3027,0.0,0.400254,0.193843,0.256853,0.026049,0.067538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.714316,0.638574,0.0,0.0,2.839792,2.026831,16.531397,39.807426,16.827621,23.112555,14.088674,29.005337,0.0,0.0,0.162847,0.0,0.0,1.127524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.444931,0.0,0.0,0.0,0.0,3.357639,0.0,0.0,1.08898,0.718346,0.238232,2.005842,0.809536,2.474867,0.0,0.0,0.0,0.0,0.048557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.307968,174.357071,199.193756,275.82431,125.084686,336.794525,3.632451,1.311622,0.770789,1.354971,3.373849,1.048934,1.479256,1.329501,0.0,2.634737,0.789515,0.0,99.305771,117.394829,73.119255,91.24971,145.641144,107.057396,0.267958,1.407651,0.251709,1.593187,0.171781,0.0,0.893786,0.512027,0.871766,1.772349,0.269195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.404102,22.652382,0.193199,15.106294,11.930886,2.05469,0.301015,0.391601,1.306646,4.439883,1.197307,1.56758,0.0,0.0,8.199271,0.902253,0.99395,0.0,0.0,1.211524,0.0,0.0,1.407339,0.0,0.0,0.0,0.0,0.012829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056465,0.088119,0.2083,0.192966,0.063055,0.0,0.333721,1.113315,0.990602,0.223046,0.879092,0.718613,13.485702,6.261826,3.818837,15.353698,2.624983,8.045671,0.020493,0.017652,0.034069,0.0,0.018608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.013875,1.403914,9.317546,9.454356,3.144654,9.366358,0.613857,0.194865,1.386316,0.727264,0.690736,0.601663,0.70283,0.052426,1.100349,0.349891,0.0,1.161465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26159,0.45236,0.0,0.0,0.0,0.452871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.954481,8.603716,30.595577,28.278906,34.294609,26.075102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.917626,0.277837,0.0,0.0,0.398533
Heart,2.240387,1.51265,1.729993,0.70594,1.315027,0.469762,23.848608,19.151407,24.172777,6.212648,13.617277,11.322492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.682373,2817.373047,2351.675293,1398.441528,3095.674072,2841.00415,0.0,1.763793,0.0,0.237776,0.0,0.515347,0.14352,0.126137,0.0,0.051563,0.027445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097004,0.684283,0.704579,1.207985,0.0,22.069502,12.849379,35.626972,16.817812,14.183222,11.032726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.114237,0.0,0.195227,0.0,0.0,0.0,0.0,0.875241,2.063012,2.861324,0.0,0.598292,2.380883,1.376705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.603241,78.754898,57.782269,61.950329,139.113953,31.774223,0.943115,1.030563,1.081802,0.732724,0.109279,0.343706,0.0,0.0,0.0,0.0,0.0,0.0,10.250745,69.21064,31.91403,35.931774,48.293137,35.24052,1.895938,2.767212,0.481583,0.954709,0.12573,0.155462,0.852243,4.824112,0.0,0.186421,0.287882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.489552,49.35265,0.0,0.0,50.353519,2.562089,6.326468,13.117782,1.284259,7.001539,0.44155,0.0,0.0,0.0,11.594417,0.0,3.014373,0.0,0.0,0.0,0.0,0.0,0.0,0.013008,0.015005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188575,0.025149,0.100007,0.0,0.041775,0.075371,2.004653,0.927393,1.298647,0.0,1.377241,1.285945,1.150289,0.844364,1.57411,0.0,0.0,0.0,0.0,0.0,0.015316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.205774,1.067804,0.509786,0.973001,0.338324,1.421906,0.409911,0.440713,0.0,0.250505,0.0,0.947742,0.0,0.0,0.0,0.0,0.344402,0.064842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127055,0.0,0.0,0.0,0.0,0.0,0.0,0.324896,0.390112,0.0,0.271594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.257024,0.001382,1.603747,0.273736,1.662967,2.628273,0.0,0.0,0.0,0.0,0.0,0.0,59.433277,69.985741,121.27919,91.725601,28.588551,69.493553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2935,0.0,0.0,0.0,0.0
Pituitary,6.324008,9.731406,8.238067,8.132307,7.461957,8.546826,6.262749,14.327762,3.020586,4.966656,11.001296,7.261079,0.0,0.185899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.235131,2.871418,1.966996,1.876544,4.75084,2.013104,1.120901,1.654285,0.0,0.905499,0.673012,0.916571,0.138398,0.313722,0.134425,0.094862,0.064747,0.589491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.078686,1.557451,0.0,0.603368,23.352818,14.489388,13.102013,16.414003,12.663388,17.990704,0.0,0.0,0.0,0.0,0.0,0.357583,0.0,0.0,0.0,0.0,0.0,0.0,9.169176,0.664406,10.752146,6.348569,8.489101,5.99893,2.700824,0.0,0.0,0.0,5.505347,20.943562,0.540973,0.391166,0.0,0.223138,0.152622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159061,0.098693,0.0,0.0,0.0,0.0,120.815361,241.643799,121.727684,109.003662,137.20607,261.206146,0.987808,1.456463,1.937072,0.468801,0.648201,0.893027,0.0,0.0,0.0,0.0,0.0,0.0,61.31818,12.773878,15.63022,12.553661,44.520798,37.500118,0.416855,0.293432,0.0,0.0,3.047272,0.0,0.213958,1.344731,1.08814,0.0,1.086935,0.436325,0.0,0.0,0.0,0.0,0.0,0.0,58.793964,32.853115,53.218143,24.384108,0.0,0.0,0.265143,4.500301,7.628098,1.178219,2.289277,3.384047,2.589396,2.47373,0.0,2.631007,2.646348,0.957313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243374,0.315544,0.211353,0.307541,0.335856,0.34404,4.265605,4.447351,6.719584,3.709671,3.134143,4.353714,0.0,0.0,0.0,0.913177,1.024435,0.0,0.0438,0.024299,0.017659,0.048334,0.03195,0.035445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.383223,4.600017,2.994703,2.59936,2.627144,3.589124,0.990205,1.087253,0.725614,0.906866,2.387937,1.159155,0.299012,0.0,0.193232,0.0,0.0,0.049069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296076,0.0,0.300977,1.122357,0.0,0.647129,0.0,0.0,0.0,0.0,0.0,0.0,0.56306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.618725,30.072344,39.761642,22.909992,6.012599,61.401432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.380953,6.658098,2.606353,1.981372,5.500113,6.434655
Stomach,2.860987,2.016818,1.924292,1.120303,1.543978,4.820485,9.877979,31.841221,31.703516,10.423922,11.669119,5.465833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.578932,66.521584,0.153499,0.576438,6.513815,224.620621,0.0,0.697561,0.227655,0.0,0.798249,0.469479,0.0,0.238778,0.0,0.066488,0.0,0.01233,0.0,0.0,0.0,0.0,0.0,0.0,0.842688,1.392763,0.0,4.082212,0.803084,0.116623,29.895397,9.452887,11.559402,38.986965,13.423461,7.820257,0.136155,0.226616,1.601209,0.0,0.320684,0.370437,0.0,0.0,0.0,0.0,0.0,0.0,0.702566,4.589725,0.576881,0.84533,3.441409,4.315087,0.0,0.0,0.0,0.0,3.136817,0.011206,0.0,0.900165,1.012628,0.281711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.975235,164.867142,174.329941,107.163124,266.483215,73.246483,0.780909,0.459726,0.301197,0.537183,0.967578,0.695813,0.0,2.289397,0.851557,1.221422,0.0,0.555564,104.126068,84.08744,147.616791,38.222168,36.655724,114.967758,0.042365,0.374603,0.724926,2.347486,0.246292,0.0,0.0,0.261157,0.25421,0.0,0.0,0.420708,0.0,0.0,0.0,0.0,0.0,0.0,25.422651,37.381981,48.217537,32.726646,2.154179,0.0,0.573712,3.700388,0.0,1.950687,2.896186,4.379496,0.897442,0.0,2.013325,14.90026,9.645843,9.599625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042837,0.024163,0.081199,0.0,0.0,0.0,0.884065,0.503585,1.186578,0.358512,1.630308,0.543542,0.0,1.673598,0.65376,0.745072,2.757715,0.0,0.019004,0.014747,0.044029,0.0,0.0,0.023402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.311234,2.456253,1.749398,1.622039,2.206089,0.739607,0.681725,0.84951,0.686933,0.0,0.663229,1.005302,0.0,0.05895,0.356814,0.160022,0.0,0.127714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265433,0.0,0.372678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22528,0.0,0.0,0.0,0.0,1.826561,0.0,0.0,0.0,0.0,0.0,0.0,45.804905,25.686249,32.1133,73.392433,68.161858,26.547449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.234439,0.0,1.354176,1.915321,2.094048
Fallopian Tube,6.795242,2.833012,6.561115,3.796691,4.695623,8.24402,50.830685,22.917982,36.149502,26.725353,34.792259,42.592503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.898715,1.190407,0.356501,2.298671,2.87555,0.756319,0.300691,0.568651,0.431162,0.384942,0.726411,0.530814,0.205154,0.144383,0.189184,0.155859,0.20226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.669568,2.464545,1.051286,0.0,0.0,0.0,44.206749,22.667683,36.922592,21.498417,15.634629,31.009502,0.0,1.01187,0.0,1.310563,0.0,0.416545,0.0,0.0,0.0,0.0,0.0,0.0,3.777879,0.781976,1.880582,3.491623,9.364784,7.98007,4.181111,0.0,0.141054,4.168546,0.0,1.915238,0.749372,0.0,1.652491,0.894048,0.552769,0.215654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.058716,285.977936,124.34861,216.985764,295.919678,153.152542,0.551674,1.664946,0.472078,0.558236,0.857208,0.982726,0.0,0.0,0.0,0.0,0.0,0.0,164.674545,136.829956,1035.249268,92.232491,169.313797,159.683502,2.946155,0.541053,0.939664,2.987174,3.326622,0.714575,2.946155,0.541053,0.939664,2.987174,3.326622,0.714575,0.0,0.0,0.0,0.0,0.0,0.399347,20.180761,14.412883,32.027889,9.16899,48.370506,16.596235,4.589386,1.239313,8.574468,0.0,8.779244,0.776094,16.305473,14.573613,8.808957,0.999012,11.959261,15.337544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322149,0.343888,0.427016,0.079686,0.11802,0.175823,0.195657,1.785814,1.132946,0.408636,0.836508,0.341404,7.864197,1.39643,0.982095,8.044607,0.620217,4.907351,0.0,0.024734,0.0,0.0,0.021993,0.045409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.510766,9.224772,8.149548,7.246206,11.423861,14.845513,0.150858,2.494627,1.328915,0.181107,1.384249,1.820228,0.0,0.0,0.141196,1.319463,0.0,0.973924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.441803,0.282502,0.0,0.737284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482025,0.0,0.186394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.525597,19.547966,35.679413,99.039574,87.541161,26.73283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.763916,10.906279,0.901069,2.054243,0.0,2.013712
Blood,0.863878,2.328496,3.015405,2.865078,0.307082,1.094675,4.150154,9.840235,1.651296,8.27659,4.967638,5.69281,0.228641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324405,0.0,0.394521,0.104452,0.055489,0.408462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090698,0.0,0.947825,0.875182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007896,0.79129,0.0,0.118369,0.106222,21.344311,38.205818,40.268692,34.548157,82.670708,39.256462,4.615155,0.0,0.0,0.969042,3.312642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46902,0.0,0.0,0.0,0.0,0.0,0.834074,0.0,0.431648,0.178172,0.858075,0.312449,0.623462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209851,0.0,27.728909,49.379818,58.941368,88.370354,126.171532,40.445129,0.048391,0.105663,1.668121,0.838398,0.0,0.066064,0.0,0.0,0.0,0.0,0.0,2.212734,15.476985,0.647467,1.131941,66.617287,9.731997,7.390828,0.956589,1.072277,3.637689,0.435802,2.820165,0.620859,0.953704,0.165452,0.654071,0.220236,4.961505,0.187138,0.0,0.0,0.0,0.0,0.0,0.0,5.955317,8.31577,0.0,5.534376,0.0,1.636684,0.613871,1.973858,1.162771,1.666374,0.0,0.0,0.0,16.981617,1.79082,1.233869,0.840149,0.763081,0.0,0.0,0.041248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009611,0.0,0.022176,0.035972,0.772637,0.650803,1.326138,2.910105,1.539623,2.722375,0.0,0.0,0.43617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732266,6.353802,0.0,0.176221,0.0,0.664515,0.768219,1.324183,0.852284,1.910223,2.29994,2.029648,0.114199,0.0,0.0,0.0,0.129006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422001,0.251315,0.0,0.598366,0.084641,0.0,0.0,0.141509,0.0,0.445376,1.51208,1.613237,8.048251,0.001711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.266959,2.921302,1.350433,1.581157,2.605484,0.581598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
